城市,河流,流域,断面名称,监测时间,水质类别,水温,pH,溶解氧,高锰酸钾,氨氮,总磷,总氮,电导率,浊度,Reconstruction Error,Anomaly,SHAP_水温,SHAP_pH,SHAP_溶解氧,SHAP_高锰酸钾,SHAP_氨氮,SHAP_总磷,SHAP_总氮,SHAP_电导率,SHAP_浊度
杭州市,钱塘江,浙闽片河流,闸口,2021/1/24 0:00,Ⅳ,-1.476017936263966,0.6664089841777022,1.1919015074248493,8.125171161170105,8.21117895230757,3.8712636748820164,3.8721772154072482,-0.1550625625695896,-0.4139503234457711,6.2003284,True,-0.033007155496228034,0.15993427110521613,0.7951323491804203,-0.13317204427772586,3.2020079468091205,-0.06490157715598911,0.3412487142874232,0.09810025525139994,0.15883271190794712
杭州市,钱塘江,浙闽片河流,闸口,2021/2/2 0:00,Ⅲ,-1.4416777385051103,1.854791467627323,1.1985833220798274,-0.4239747534802011,-0.016480831993905334,6.903883574387039,-1.4911933663091443,-0.09630465112470382,0.31547063253318697,6.8681316,True,0.21513672566820874,0.12859400772030238,0.09969281703982666,0.019288275035776768,-0.06444702266527859,5.118949851868834,0.25836121797824574,-0.06788649483186693,-0.014583375654368957
杭州市,钱塘江,浙闽片河流,闸口,2021/2/3 0:00,Ⅳ,-1.4416777385051103,1.9628262388500133,1.171856063459915,-0.2808383683034074,0.9748034793677183,7.743269439428607,-1.5035229538533201,-0.09798344859455776,0.7700923741936833,7.7974963,True,0.35688704236129853,0.08347045643780597,0.24475406013186368,0.0395172026023819,-0.007870897316401568,6.184281595780155,0.36014751478282003,-0.05862461970583106,-0.01712246390684502
杭州市,钱塘江,浙闽片河流,闸口,2021/2/3 4:00,Ⅴ,-1.476017936263966,2.0708610100727083,1.26540146862961,-0.24180117234610005,0.9748034793677183,6.9851144645523515,-1.4542046036766179,-0.16905254148503862,0.5902698468516484,6.9041514,True,0.2877023487370311,0.1737498013022559,0.19694900294083695,0.023855182300945788,0.03133300405469798,5.139039474050191,0.3093833856599438,-0.041149580402068085,0.004325559724343897
杭州市,钱塘江,浙闽片河流,闸口,2021/2/3 8:00,Ⅳ,-1.4674328868242523,2.043852317267036,1.2106105884587888,-0.5632074190612639,2.759115239818641,5.382158231956839,-1.2470675329344674,-0.1696121406416567,0.4383071476893655,5.24116,True,0.18861745336828153,0.23817767535347795,0.15155684332307398,0.04510619151764798,0.7130297416576951,2.9519096330320584,0.24151825276350533,-0.04480382264804855,-0.016219089529545094
杭州市,钱塘江,浙闽片河流,闸口,2021/2/27 8:00,Ⅴ,-1.0879737015888957,1.7467566964046277,0.6660426940780589,-0.03490403377237112,0.7765466170953936,8.88862499075952,-0.7403214848688495,1.1325750968083363,0.9765083738891176,8.199131,True,0.5087431301839398,-0.1532437605895501,0.26438253860527694,0.014346634805426483,-0.11495827792627583,7.31558762305288,0.19075951128874344,-0.0788774673927,-0.19572253384144833
杭州市,钱塘江,浙闽片河流,闸口,2021/2/27 12:00,Ⅴ,-1.0828226719250675,1.7737653892103002,0.6186018100277134,-0.07784494932540938,0.9748034793677183,7.702653994345951,-0.747719237395355,1.1387306875311338,0.7434989018402838,6.7262483,True,0.28382928869918894,-0.03332030069215728,0.13536839773577927,-0.0005455145126492121,-0.06747062671060952,5.715561173005419,0.14948522157608155,-0.07278508271136033,-0.09987072979763845
杭州市,钱塘江,浙闽片河流,闸口,2021/2/27 16:00,Ⅴ,-1.0931247312527244,1.7737653892103002,0.6720563272675396,-0.09085734797784516,0.9748034793677183,7.161114726577197,-1.0054076170686252,0.5556283663352196,0.8131484722896634,5.6020794,True,0.23032925540831917,-0.0018625242882297393,0.10572832149352197,-0.011378058144051191,-0.048412573320195475,5.070417738848838,0.19519065976572433,-0.09531682643499766,-0.07239506395367279
杭州市,钱塘江,浙闽片河流,闸口,2021/2/27 20:00,Ⅴ,-1.0948417411406672,1.7197480035989552,0.594547277269792,-0.2808383683034074,1.173060341640043,6.703514045312599,-0.6663439596037958,1.8124880720991579,0.5307511230130878,5.33055,True,0.1370576352360301,0.025487267757447456,0.07919205525172618,0.02326225581254616,-0.028962369529544795,4.355478993504565,0.11400735411553937,0.03772818876892358,-0.0598504454384603
杭州市,钱塘江,浙闽片河流,闸口,2021/2/28 0:00,Ⅴ,-1.1102948301321522,1.66573061798761,0.505010960893083,-0.03490403377237112,0.9748034793677183,7.921977397792297,-0.9067709167152204,6.153298729984673,0.6966437362652466,7.713852,True,0.06009548790817062,-0.09437233632226964,0.2076004367438813,0.04465805699850286,-0.11802500637467005,5.480546858817438,0.324183466828463,2.1750247961454896,-0.2024269293922103
杭州市,钱塘江,浙闽片河流,闸口,2021/2/28 4:00,劣Ⅴ,-1.1068608103562667,1.7467566964046277,0.5671518371843808,0.3515642062049714,0.9748034793677183,13.191154473182273,-1.6268188292950763,3.2215587484631816,1.983261255839242,11.626052,True,1.1322009442902696,-1.01379627425328,0.2562592947747336,-0.7912740807978993,-0.9588826256104667,8.903031685756636,0.7199415033406646,0.19148763356480328,-1.9571495773798997
杭州市,钱塘江,浙闽片河流,闸口,2021/2/28 8:00,Ⅴ,-1.0999927708044954,1.6927393107932824,0.5030064164965894,-0.055723871616268385,0.8756750482315558,7.656623156585606,-0.8907424529077922,4.288714340133631,0.6586530614746758,7.761357,True,0.1251210145604125,-0.060606195740939874,0.12934444135297057,0.01999127098922378,-0.08208848365775094,5.364289379195978,0.25706952241988723,1.0098228790209907,-0.11605192967982259
杭州市,钱塘江,浙闽片河流,闸口,2021/2/28 12:00,Ⅳ,-1.09655875102861,1.66573061798761,0.5010018721000958,-0.22488505409793366,0.8756750482315558,6.316313468857941,-0.7144293510260808,4.646298201212507,0.4497043501265368,5.256861,True,-0.014988680299034846,-0.030310254478457116,0.05702973376645361,0.0007670455275105702,-0.09831965602759553,3.6514434590042435,0.14335463009965974,1.2982227323988558,-0.09016694047966034
杭州市,钱塘江,浙闽片河流,闸口,2021/2/28 20:00,Ⅴ,-1.0931247312527244,1.6927393107932824,0.5123609570135597,0.00673564191542312,1.2721887727762053,8.452685880205674,-1.2211753990916985,4.975342505303868,0.7447652576666361,7.5607824,True,0.10054087956680101,-0.21630017415459452,0.10205758677869102,-0.08338999838266359,-0.23187554073179306,6.192868752822618,0.3526615702138027,1.2564730168265748,-0.2986411808676461
杭州市,钱塘江,浙闽片河流,闸口,2021/3/1 12:00,Ⅴ,-1.0845396818130104,1.5847045395705897,0.6774017789915229,-0.18324537841013913,-0.11560926313006764,7.09883771078379,-0.44071250754538227,-1.1220499052054247,-0.15054831156448073,6.5333414,True,0.1775515169290209,0.03982498841215055,0.038666006984986685,-0.0022227784577215177,-0.06790322492457115,5.341378699712454,-0.009593922784800082,0.09196371361259946,-0.022363917520970666
杭州市,钱塘江,浙闽片河流,闸口,2021/3/1 20:00,Ⅳ,-1.0931247312527244,1.7737653892103002,0.7148199410594006,1.8857260073271496,0.4791613236869066,6.297359594486035,-0.9881461945067794,4.714009699163281,1.2183823367224178,5.5859547,True,-0.03826921015833413,-0.10716779556370964,0.0939969768447591,-0.23676596959045382,-0.11154786345624797,3.326741216523422,0.1965311520375414,1.2816031236603895,-0.2469859116459867
杭州市,钱塘江,浙闽片河流,闸口,2021/4/5 8:00,Ⅲ,-0.31016822235081276,-0.359921342437878,-0.7104111248474644,0.11864227032637091,8.112050521171408,0.21587361744292669,0.7614222780117399,-0.18751931365343136,-0.4076185443140093,5.4655895,True,-0.021963012609666783,-0.2869422930808154,-0.4327958477266053,-0.11522733483968553,2.9385319405638546,-0.1643125602048774,-0.2475010934542513,-0.054941859337032134,-0.0031018004324909754
杭州市,钱塘江,浙闽片河流,闸口,2021/12/8 12:00,Ⅱ,-1.029595365398841,-0.738043041717304,0.8484562341589668,1.367832540960206,-0.4129945565385547,-0.019695964036481484,0.947599049928792,9.115816665120153,1.318424447004254,5.938926,True,-0.8145260509287336,-0.2065963957718926,-0.010103285284135892,-0.45128915251188495,-0.2198100230830366,-0.37348206938024864,-0.41848019806960723,4.682195477846991,-0.5955081627030596
杭州市,钱塘江,浙闽片河流,闸口,2021/12/9 0:00,Ⅱ,-1.0313123752867839,-0.711034348911629,0.8564744117449398,1.3183854260809496,-0.4129945565385547,-0.6993277450862677,1.0721278841249657,6.6686895532298145,3.1900983583530387,5.5472126,True,-0.2191256569742124,0.17345013927907596,0.2595152910640479,-0.028576115736735765,0.12619944697710783,0.10960303202197476,0.025109766050695252,2.506621235114725,0.08484612251119517
